item_id,demand,org,code,year,month,day
1250,12,Asia,"",2016,7,1
1250,403,NE Europe,"",2016,7,1
1250,44,SEMEA,"",2016,7,1
1250,5,Americas,"",2016,8,1
1250,27,Asia,"",2016,8,1
1250,6,INTL Other,"",2016,8,1
1250,412,NE Europe,"",2016,8,1
1250,39,SEMEA,"",2016,8,1
1250,30,Americas,"",2016,9,1
1250,32,Asia,"",2016,9,1
1250,430,NE Europe,"",2016,9,1
1250,34,SEMEA,"",2016,9,1
1250,5,Americas,"",2016,10,1
1250,8,Asia,"",2016,10,1
1250,4,INTL Other,"",2016,10,1
1250,411,NE Europe,"",2016,10,1
1250,149,SEMEA,"",2016,10,1
1250,10,Americas,"",2016,11,1
1250,44,Asia,"",2016,11,1
1250,291,NE Europe,"",2016,11,1
1250,91,SEMEA,"",2016,11,1
1250,47,Asia,"",2016,12,1
1250,315,NE Europe,"",2016,12,1
1250,55,SEMEA,"",2016,12,1
1250,12,Asia,"",2017,1,1
1250,474,NE Europe,"",2017,1,1
1250,87,SEMEA,"",2017,1,1
1250,81,Asia,"",2017,2,1
1250,350,NE Europe,"",2017,2,1
1250,88,SEMEA,"",2017,2,1
1250,29,Asia,"",2017,3,1
1250,467,NE Europe,"",2017,3,1
1250,82,SEMEA,"",2017,3,1
1250,1,Asia,"",2017,4,1
1250,354,NE Europe,"",2017,4,1
1250,34,SEMEA,"",2017,4,1
1250,62,Asia,"",2017,5,1
1250,306,NE Europe,"",2017,5,1
1250,117,SEMEA,"",2017,5,1
1250,7,Asia,"",2017,6,1
1250,527,NE Europe,"",2017,6,1
1250,75,SEMEA,"",2017,6,1
1250,16,Asia,"",2017,7,1
1250,373,NE Europe,"",2017,7,1
1250,47,SEMEA,"",2017,7,1
1250,6,Americas,"",2017,8,1
1250,25,Asia,"",2017,8,1
1250,493,NE Europe,"",2017,8,1
1250,65,SEMEA,"",2017,8,1
1250,257,Americas,"",2017,9,1
1250,30,Asia,"",2017,9,1
1250,356,NE Europe,"",2017,9,1
1250,70,SEMEA,"",2017,9,1
1250,60,Americas,"",2017,10,1
1250,35,Asia,"",2017,10,1
1250,423,NE Europe,"",2017,10,1
1250,62,SEMEA,"",2017,10,1
1250,5,Americas,"",2017,11,1
1250,22,Asia,"",2017,11,1
1250,250,NE Europe,"",2017,11,1
1250,77,SEMEA,"",2017,11,1
1250,78,Asia,"",2017,12,1
1250,244,NE Europe,"",2017,12,1
1250,97,SEMEA,"",2017,12,1
1250,12,Americas,"",2018,1,1
1250,60,Asia,"",2018,1,1
1250,517,NE Europe,"",2018,1,1
1250,44,SEMEA,"",2018,1,1
1250,71,Americas,"",2018,2,1
1250,2,Asia,"",2018,2,1
1250,635,NE Europe,"",2018,2,1
1250,147,SEMEA,"",2018,2,1
1250,5,Americas,"",2018,3,1
1250,84,Asia,"",2018,3,1
1250,522,NE Europe,"",2018,3,1
1250,120,SEMEA,"",2018,3,1
1250,49,Asia,"",2018,4,1
1250,208,NE Europe,"",2018,4,1
1250,83,SEMEA,"",2018,4,1
1250,89,Americas,"",2018,5,1
1250,9,Asia,"",2018,5,1
1250,404,NE Europe,"",2018,5,1
1250,51,SEMEA,"",2018,5,1
1250,58,Asia,"",2018,6,1
1250,536,NE Europe,"",2018,6,1
1250,69,SEMEA,"",2018,6,1
1250,3,Asia,"",2018,7,1
1250,292,NE Europe,"",2018,7,1
1250,38,SEMEA,"",2018,7,1
1250,5,Americas,"",2018,8,1
1250,26,Asia,"",2018,8,1
1250,334,NE Europe,"",2018,8,1
1250,62,SEMEA,"",2018,8,1
1250,110,Americas,"",2018,9,1
1250,38,Asia,"",2018,9,1
1250,292,NE Europe,"",2018,9,1
1250,63,SEMEA,"",2018,9,1
1250,12,Asia,"",2018,10,1
1250,429,NE Europe,"",2018,10,1
1250,67,SEMEA,"",2018,10,1
1250,50,Americas,"",2018,11,1
1250,35,Asia,"",2018,11,1
1250,348,NE Europe,"",2018,11,1
1250,83,SEMEA,"",2018,11,1
1250,10,Americas,"",2018,12,1
1250,112,Asia,"",2018,12,1
1250,332,NE Europe,"",2018,12,1
1250,120,SEMEA,"",2018,12,1
1250,5,Asia,"",2019,1,1
1250,395,NE Europe,"",2019,1,1
1250,45,SEMEA,"",2019,1,1
1250,6,Asia,"",2019,2,1
1250,183,NE Europe,"",2019,2,1
1250,102,SEMEA,"",2019,2,1
1250,45,Americas,"",2019,3,1
1250,6,Asia,"",2019,3,1
1250,395,NE Europe,"",2019,3,1
1250,48,SEMEA,"",2019,3,1
1250,36,Americas,"",2019,4,1
1250,56,Asia,"",2019,4,1
1250,407,NE Europe,"",2019,4,1
1250,88,SEMEA,"",2019,4,1
1250,3,Americas,"",2019,5,1
1250,10,Asia,"",2019,5,1
1250,4,INTL Other,"",2019,5,1
1250,416,NE Europe,"",2019,5,1
1250,114,SEMEA,"",2019,5,1
1250,13,Americas,"",2019,6,1
1250,47,Asia,"",2019,6,1
1250,295,NE Europe,"",2019,6,1
1250,51,SEMEA,"",2019,6,1
1250,3,Asia,"",2019,7,1
1250,61,NE Europe,"",2019,7,1
1250,20,SEMEA,"",2019,7,1
1252,10,Americas,"",2015,1,1
1252,173,NE Europe,"",2015,1,1
1252,51,SEMEA,"",2015,1,1
1252,12,Americas,"",2015,2,1
1252,2,Asia,"",2015,2,1
1252,2,INTL Other,"",2015,2,1
1252,248,NE Europe,"",2015,2,1
1252,16,SEMEA,"",2015,2,1
1252,1,Americas,"",2015,3,1
1252,175,NE Europe,"",2015,3,1
1252,30,SEMEA,"",2015,3,1
1252,5,Americas,"",2015,4,1
1252,7,Asia,"",2015,4,1
1252,2,INTL Other,"",2015,4,1
1252,251,NE Europe,"",2015,4,1
1252,33,SEMEA,"",2015,4,1
1252,5,Americas,"",2015,5,1
1252,306,NE Europe,"",2015,5,1
1252,5,SEMEA,"",2015,5,1
1252,21,Americas,"",2015,6,1
1252,2,Asia,"",2015,6,1
1252,1,INTL Other,"",2015,6,1
1252,163,NE Europe,"",2015,6,1
1252,57,SEMEA,"",2015,6,1
1252,3,INTL Other,"",2015,7,1
1252,308,NE Europe,"",2015,7,1
1252,20,SEMEA,"",2015,7,1
1252,2,Asia,"",2015,8,1
1252,1,INTL Other,"",2015,8,1
1252,156,NE Europe,"",2015,8,1
1252,25,SEMEA,"",2015,8,1
1252,11,Americas,"",2015,9,1
1252,20,Asia,"",2015,9,1
1252,1,INTL Other,"",2015,9,1
1252,307,NE Europe,"",2015,9,1
1252,59,SEMEA,"",2015,9,1
1252,5,Americas,"",2015,10,1
1252,1,Asia,"",2015,10,1
1252,155,NE Europe,"",2015,10,1
1252,49,SEMEA,"",2015,10,1
1252,18,Americas,"",2015,11,1
1252,4,Asia,"",2015,11,1
1252,1,INTL Other,"",2015,11,1
1252,141,NE Europe,"",2015,11,1
1252,27,SEMEA,"",2015,11,1
1252,1,Americas,"",2015,12,1
1252,5,China,"",2015,12,1
1252,207,NE Europe,"",2015,12,1
1252,49,SEMEA,"",2015,12,1
1252,6,Americas,"",2016,1,1
1252,2,China,"",2016,1,1
1252,3,INTL Other,"",2016,1,1
1252,164,NE Europe,"",2016,1,1
1252,95,SEMEA,"",2016,1,1
1252,12,Americas,"",2016,2,1
1252,200,NE Europe,"",2016,2,1
1252,44,SEMEA,"",2016,2,1
1252,7,Americas,"",2016,3,1
1252,252,NE Europe,"",2016,3,1
1252,25,SEMEA,"",2016,3,1
1252,2,Americas,"",2016,4,1
1252,206,NE Europe,"",2016,4,1
1252,12,SEMEA,"",2016,4,1
1252,1,INTL Other,"",2016,5,1
1252,105,NE Europe,"",2016,5,1
1252,46,SEMEA,"",2016,5,1
1252,1,China,"",2016,6,1
1252,264,NE Europe,"",2016,6,1
1252,19,SEMEA,"",2016,6,1
1252,1,INTL Other,"",2016,7,1
1252,168,NE Europe,"",2016,7,1
1252,44,SEMEA,"",2016,7,1
1252,7,Americas,"",2016,8,1
1252,8,Asia,"",2016,8,1
1252,313,NE Europe,"",2016,8,1
1252,57,SEMEA,"",2016,8,1
1252,1,INTL Other,"",2016,9,1
1252,180,NE Europe,"",2016,9,1
1252,24,SEMEA,"",2016,9,1
1252,1,INTL Other,"",2016,10,1
1252,232,NE Europe,"",2016,10,1
1252,61,SEMEA,"",2016,10,1
1252,243,NE Europe,"",2016,11,1
1252,21,SEMEA,"",2016,11,1
1252,2,Americas,"",2016,12,1
1252,161,NE Europe,"",2016,12,1
1252,1,SEMEA,"",2016,12,1
1252,5,Americas,"",2017,1,1
1252,202,NE Europe,"",2017,1,1
1252,103,SEMEA,"",2017,1,1
1252,11,Americas,"",2017,2,1
1252,13,INTL Other,"",2017,2,1
1252,225,NE Europe,"",2017,2,1
1252,94,SEMEA,"",2017,2,1
1252,6,Americas,"",2017,3,1
1252,3,Asia,"",2017,3,1
1252,3,INTL Other,"",2017,3,1
1252,201,NE Europe,"",2017,3,1
1252,73,SEMEA,"",2017,3,1
1252,5,Americas,"",2017,4,1
1252,3,Asia,"",2017,4,1
1252,153,NE Europe,"",2017,4,1
1252,13,SEMEA,"",2017,4,1
1252,6,Asia,"",2017,5,1
1252,182,NE Europe,"",2017,5,1
1252,103,SEMEA,"",2017,5,1
1252,2,Americas,"",2017,6,1
1252,5,INTL Other,"",2017,6,1
1252,310,NE Europe,"",2017,6,1
1252,144,SEMEA,"",2017,6,1
1252,4,Americas,"",2017,7,1
1252,2,INTL Other,"",2017,7,1
1252,134,NE Europe,"",2017,7,1
1252,42,SEMEA,"",2017,7,1
1252,103,Asia,"",2017,8,1
1252,153,NE Europe,"",2017,8,1
1252,5,SEMEA,"",2017,8,1
1252,2,Asia,"",2017,9,1
1252,2,China,"",2017,9,1
1252,469,NE Europe,"",2017,9,1
1252,13,SEMEA,"",2017,9,1
1252,1,China,"",2017,10,1
1252,9,INTL Other,"",2017,10,1
1252,244,NE Europe,"",2017,10,1
1252,20,SEMEA,"",2017,10,1
1252,4,Americas,"",2017,11,1
1252,166,NE Europe,"",2017,11,1
1252,144,SEMEA,"",2017,11,1
1252,6,Americas,"",2017,12,1
1252,143,NE Europe,"",2017,12,1
1252,24,SEMEA,"",2017,12,1
1252,2,Americas,"",2018,1,1
1252,9,INTL Other,"",2018,1,1
1252,238,NE Europe,"",2018,1,1
1252,216,SEMEA,"",2018,1,1
1252,5,Americas,"",2018,2,1
1252,262,NE Europe,"",2018,2,1
1252,77,SEMEA,"",2018,2,1
1252,226,NE Europe,"",2018,3,1
1252,79,SEMEA,"",2018,3,1
1252,2,Americas,"",2018,5,1
1252,54,Asia,"",2018,5,1
1252,2,China,"",2018,5,1
1252,362,NE Europe,"",2018,5,1
1252,92,SEMEA,"",2018,5,1
1252,2,Asia,"",2018,6,1
1252,12,INTL Other,"",2018,6,1
1252,179,NE Europe,"",2018,6,1
1252,74,SEMEA,"",2018,6,1
1252,2,Americas,"",2018,7,1
1252,10,Asia,"",2018,7,1
1252,112,NE Europe,"",2018,7,1
1252,41,SEMEA,"",2018,7,1
1252,5,Americas,"",2018,8,1
1252,7,INTL Other,"",2018,8,1
1252,144,NE Europe,"",2018,8,1
1252,12,Americas,"",2018,9,1
1252,3,Asia,"",2018,9,1
1252,149,NE Europe,"",2018,9,1
1252,22,SEMEA,"",2018,9,1
1252,3,Americas,"",2018,10,1
1252,3,Asia,"",2018,10,1
1252,8,China,"",2018,10,1
1252,209,NE Europe,"",2018,10,1
1252,14,SEMEA,"",2018,10,1
1252,6,Americas,"",2018,11,1
1252,184,NE Europe,"",2018,11,1
1252,122,SEMEA,"",2018,11,1
1252,7,Americas,"",2018,12,1
1252,280,NE Europe,"",2018,12,1
1252,39,SEMEA,"",2018,12,1
1252,7,Americas,"",2019,1,1
1252,2,Asia,"",2019,1,1
1252,1,China,"",2019,1,1
1252,4,INTL Other,"",2019,1,1
1252,173,NE Europe,"",2019,1,1
1252,128,SEMEA,"",2019,1,1
1252,6,Americas,"",2019,2,1
1252,89,NE Europe,"",2019,2,1
1252,86,SEMEA,"",2019,2,1
1252,7,Americas,"",2019,3,1
1252,1,Asia,"",2019,3,1
1252,185,NE Europe,"",2019,3,1
1252,83,SEMEA,"",2019,3,1
1252,6,Americas,"",2019,4,1
1252,10,Asia,"",2019,4,1
1252,8,China,"",2019,4,1
1252,146,NE Europe,"",2019,4,1
1252,2,Americas,"",2019,5,1
1252,13,Asia,"",2019,5,1
1252,209,NE Europe,"",2019,5,1
1252,8,SEMEA,"",2019,5,1
1252,6,Americas,"",2019,6,1
1252,13,China,"",2019,6,1
1252,5,INTL Other,"",2019,6,1
1252,173,NE Europe,"",2019,6,1
1252,64,SEMEA,"",2019,6,1
1252,7,Americas,"",2019,7,1
1252,20,NE Europe,"",2019,7,1
127,76,Americas,"",2015,1,1
127,25,Asia,"",2015,1,1
127,20,China,"",2015,1,1
127,10,SEMEA,"",2015,1,1
127,92,Asia,"",2015,2,1
127,1,INTL Other,"",2015,2,1
127,5,SEMEA,"",2015,2,1
127,122,Americas,"",2015,3,1
127,31,Asia,"",2015,3,1
127,1,China,"",2015,3,1
127,30,NE Europe,"",2015,3,1
127,20,SEMEA,"",2015,3,1
127,101,Americas,"",2015,4,1
127,43,Asia,"",2015,4,1
127,20,China,"",2015,4,1
127,10,Americas,"",2015,5,1
127,145,Asia,"",2015,5,1
127,20,China,"",2015,5,1
127,79,SEMEA,"",2015,5,1
127,52,Americas,"",2015,6,1
127,96,Asia,"",2015,6,1
127,1,China,"",2015,6,1
127,60,SEMEA,"",2015,6,1
127,175,Americas,"",2015,7,1
127,36,Asia,"",2015,7,1
127,4,SEMEA,"",2015,7,1
127,135,Asia,"",2015,8,1
127,20,China,"",2015,8,1
127,1,INTL Other,"",2015,8,1
127,20,SEMEA,"",2015,8,1
127,87,Americas,"",2015,9,1
127,107,Asia,"",2015,9,1
127,1,China,"",2015,9,1
127,45,SEMEA,"",2015,9,1
127,26,Americas,"",2015,10,1
127,68,Asia,"",2015,10,1
127,22,China,"",2015,10,1
127,26,Americas,"",2015,11,1
127,98,Asia,"",2015,11,1
127,1,China,"",2015,11,1
127,65,Asia,"",2015,12,1
127,1,China,"",2015,12,1
127,25,NE Europe,"",2015,12,1
127,5,SEMEA,"",2015,12,1
127,181,Americas,"",2016,1,1
127,80,Asia,"",2016,1,1
127,1,China,"",2016,1,1
127,1,INTL Other,"",2016,1,1
127,115,SEMEA,"",2016,1,1
127,3,Americas,"",2016,2,1
127,30,Asia,"",2016,2,1
127,108,SEMEA,"",2016,2,1
127,13,Americas,"",2016,3,1
127,130,Asia,"",2016,3,1
127,161,Americas,"",2016,4,1
127,67,Asia,"",2016,4,1
127,30,SEMEA,"",2016,4,1
127,1,Americas,"",2016,5,1
127,32,Asia,"",2016,5,1
127,50,NE Europe,"",2016,5,1
127,23,SEMEA,"",2016,5,1
127,50,Americas,"",2016,6,1
127,315,Asia,"",2016,6,1
127,29,China,"",2016,6,1
127,6,SEMEA,"",2016,6,1
127,30,Americas,"",2016,7,1
127,58,Asia,"",2016,7,1
127,28,China,"",2016,7,1
127,10,NE Europe,"",2016,7,1
127,10,SEMEA,"",2016,7,1
127,25,Asia,"",2016,8,1
127,21,China,"",2016,8,1
127,60,SEMEA,"",2016,8,1
127,55,Americas,"",2016,9,1
127,45,Asia,"",2016,9,1
127,20,Americas,"",2016,10,1
127,17,Asia,"",2016,10,1
127,1,NE Europe,"",2016,10,1
127,15,SEMEA,"",2016,10,1
127,31,Americas,"",2016,11,1
127,95,Asia,"",2016,11,1
127,1,SEMEA,"",2016,11,1
127,15,Americas,"",2016,12,1
127,175,Asia,"",2016,12,1
127,193,Americas,"",2017,1,1
127,98,Asia,"",2017,1,1
127,100,SEMEA,"",2017,1,1
127,83,Americas,"",2017,2,1
127,26,Asia,"",2017,2,1
127,20,China,"",2017,2,1
127,93,SEMEA,"",2017,2,1
127,63,Americas,"",2017,3,1
127,102,Asia,"",2017,3,1
127,3,China,"",2017,3,1
127,4,NE Europe,"",2017,3,1
127,16,SEMEA,"",2017,3,1
127,9,Americas,"",2017,4,1
127,42,Asia,"",2017,4,1
127,100,NE Europe,"",2017,4,1
127,5,Americas,"",2017,5,1
127,41,Asia,"",2017,5,1
127,1,China,"",2017,5,1
127,10,SEMEA,"",2017,5,1
127,197,Americas,"",2017,6,1
127,144,Asia,"",2017,6,1
127,22,China,"",2017,6,1
127,1,SEMEA,"",2017,6,1
127,34,Americas,"",2017,7,1
127,62,Asia,"",2017,7,1
127,10,China,"",2017,7,1
127,2,INTL Other,"",2017,7,1
127,1,NE Europe,"",2017,7,1
127,25,Americas,"",2017,8,1
127,101,Asia,"",2017,8,1
127,1,NE Europe,"",2017,8,1
127,60,SEMEA,"",2017,8,1
127,24,Americas,"",2017,9,1
127,79,Asia,"",2017,9,1
127,37,Americas,"",2017,10,1
127,8,Asia,"",2017,10,1
127,2,China,"",2017,10,1
127,1,NE Europe,"",2017,10,1
127,1,SEMEA,"",2017,10,1
127,83,Americas,"",2017,11,1
127,136,Asia,"",2017,11,1
127,2,China,"",2017,11,1
127,10,SEMEA,"",2017,11,1
127,88,Americas,"",2017,12,1
127,69,Asia,"",2017,12,1
127,4,NE Europe,"",2017,12,1
127,29,SEMEA,"",2017,12,1
127,110,Americas,"",2018,1,1
127,57,Asia,"",2018,1,1
127,47,China,"",2018,1,1
127,130,SEMEA,"",2018,1,1
127,63,Americas,"",2018,2,1
127,110,Asia,"",2018,2,1
127,25,China,"",2018,2,1
127,295,Americas,"",2018,3,1
127,195,Asia,"",2018,3,1
127,2,China,"",2018,3,1
127,10,SEMEA,"",2018,3,1
127,53,Americas,"",2018,4,1
127,120,Asia,"",2018,4,1
127,1,China,"",2018,4,1
127,28,Americas,"",2018,5,1
127,45,Asia,"",2018,5,1
127,10,NE Europe,"",2018,5,1
127,55,SEMEA,"",2018,5,1
127,80,Americas,"",2018,6,1
127,51,Asia,"",2018,6,1
127,1,China,"",2018,6,1
127,50,SEMEA,"",2018,6,1
127,3,Americas,"",2018,7,1
127,116,Asia,"",2018,7,1
127,1,INTL Other,"",2018,7,1
127,14,Americas,"",2018,8,1
127,87,Asia,"",2018,8,1
127,35,China,"",2018,8,1
127,5,SEMEA,"",2018,8,1
127,13,Americas,"",2018,9,1
127,210,Asia,"",2018,9,1
127,12,China,"",2018,9,1
127,110,Americas,"",2018,10,1
127,183,Asia,"",2018,10,1
127,3,China,"",2018,10,1
127,80,SEMEA,"",2018,10,1
127,30,Americas,"",2018,11,1
127,91,Asia,"",2018,11,1
127,77,China,"",2018,11,1
127,10,SEMEA,"",2018,11,1
127,5,Americas,"",2018,12,1
127,84,Asia,"",2018,12,1
127,4,China,"",2018,12,1
127,20,NE Europe,"",2018,12,1
127,16,Americas,"",2019,1,1
127,3,Asia,"",2019,1,1
127,52,China,"",2019,1,1
127,200,SEMEA,"",2019,1,1
127,35,Americas,"",2019,2,1
127,62,Asia,"",2019,2,1
127,23,SEMEA,"",2019,2,1
127,41,Americas,"",2019,3,1
127,89,Asia,"",2019,3,1
127,20,China,"",2019,3,1
127,24,SEMEA,"",2019,3,1
127,261,Americas,"",2019,4,1
127,62,Asia,"",2019,4,1
127,2,China,"",2019,4,1
127,30,SEMEA,"",2019,4,1
127,3,Americas,"",2019,5,1
127,51,Asia,"",2019,5,1
127,32,China,"",2019,5,1
127,20,NE Europe,"",2019,5,1
127,5,SEMEA,"",2019,5,1
127,4,Americas,"",2019,6,1
127,86,Asia,"",2019,6,1
127,51,China,"",2019,6,1
127,1,Americas,"",2019,7,1
127,3,Asia,"",2019,7,1
1270,27,Americas,"",2015,1,1
1270,35,Asia,"",2015,1,1
1270,18,China,"",2015,1,1
1270,10,Japan Non-Auth,"",2015,1,1
1270,183,NE Europe,"",2015,1,1
1270,161,SEMEA,"",2015,1,1
1270,74,Americas,"",2015,2,1
1270,9,Asia,"",2015,2,1
1270,3,China,"",2015,2,1
1270,6,INTL Other,"",2015,2,1
1270,15,Japan Non-Auth,"",2015,2,1
1270,599,NE Europe,"",2015,2,1
1270,446,SEMEA,"",2015,2,1
1270,90,Americas,"",2015,3,1
1270,34,Asia,"",2015,3,1
1270,24,China,"",2015,3,1
1270,3,INTL Other,"",2015,3,1
1270,18,Japan Non-Auth,"",2015,3,1
1270,490,NE Europe,"",2015,3,1
1270,202,SEMEA,"",2015,3,1
1270,67,Americas,"",2015,4,1
1270,55,China,"",2015,4,1
1270,3,INTL Other,"",2015,4,1
1270,16,Japan Non-Auth,"",2015,4,1
1270,765,NE Europe,"",2015,4,1
1270,409,SEMEA,"",2015,4,1
1270,39,Americas,"",2015,5,1
1270,43,Asia,"",2015,5,1
1270,27,China,"",2015,5,1
1270,9,INTL Other,"",2015,5,1
1270,30,Japan Non-Auth,"",2015,5,1
1270,458,NE Europe,"",2015,5,1
1270,470,SEMEA,"",2015,5,1
1270,51,Americas,"",2015,6,1
1270,18,Asia,"",2015,6,1
1270,44,China,"",2015,6,1
1270,507,NE Europe,"",2015,6,1
1270,740,SEMEA,"",2015,6,1
1270,73,Americas,"",2015,7,1
1270,20,Asia,"",2015,7,1
1270,54,China,"",2015,7,1
1270,21,Japan Non-Auth,"",2015,7,1
1270,529,NE Europe,"",2015,7,1
1270,259,SEMEA,"",2015,7,1
1270,15,Americas,"",2015,8,1
1270,38,Asia,"",2015,8,1
1270,46,China,"",2015,8,1
1270,4,INTL Other,"",2015,8,1
1270,20,Japan Non-Auth,"",2015,8,1
1270,434,NE Europe,"",2015,8,1
1270,273,SEMEA,"",2015,8,1
1270,43,Americas,"",2015,9,1
1270,44,Asia,"",2015,9,1
1270,61,China,"",2015,9,1
1270,10,INTL Other,"",2015,9,1
1270,15,Japan Non-Auth,"",2015,9,1
1270,794,NE Europe,"",2015,9,1
1270,473,SEMEA,"",2015,9,1
1270,81,Americas,"",2015,10,1
1270,9,Asia,"",2015,10,1
1270,41,China,"",2015,10,1
1270,2,INTL Other,"",2015,10,1
1270,22,Japan Non-Auth,"",2015,10,1
1270,425,NE Europe,"",2015,10,1
1270,294,SEMEA,"",2015,10,1
1270,6,Americas,"",2015,11,1
1270,48,Asia,"",2015,11,1
1270,47,China,"",2015,11,1
1270,2,INTL Other,"",2015,11,1
1270,17,Japan Non-Auth,"",2015,11,1
1270,321,NE Europe,"",2015,11,1
1270,190,SEMEA,"",2015,11,1
1270,7,Americas,"",2015,12,1
1270,46,Asia,"",2015,12,1
1270,41,China,"",2015,12,1
1270,6,INTL Other,"",2015,12,1
1270,10,Japan Non-Auth,"",2015,12,1
1270,283,NE Europe,"",2015,12,1
1270,169,SEMEA,"",2015,12,1
1270,101,Americas,"",2016,1,1
1270,13,Asia,"",2016,1,1
1270,68,China,"",2016,1,1
1270,23,INTL Other,"",2016,1,1
1270,42,Japan Non-Auth,"",2016,1,1
1270,569,NE Europe,"",2016,1,1
1270,334,SEMEA,"",2016,1,1
1270,61,Americas,"",2016,2,1
1270,35,Asia,"",2016,2,1
1270,53,China,"",2016,2,1
1270,4,INTL Other,"",2016,2,1
1270,5,Japan Non-Auth,"",2016,2,1
1270,393,NE Europe,"",2016,2,1
1270,446,SEMEA,"",2016,2,1
1270,12,Americas,"",2016,3,1
1270,88,Asia,"",2016,3,1
1270,28,China,"",2016,3,1
1270,20,INTL Other,"",2016,3,1
1270,40,Japan Non-Auth,"",2016,3,1
1270,733,NE Europe,"",2016,3,1
1270,482,SEMEA,"",2016,3,1
1270,59,Americas,"",2016,4,1
1270,94,Asia,"",2016,4,1
1270,50,China,"",2016,4,1
1270,13,INTL Other,"",2016,4,1
1270,3,Japan Non-Auth,"",2016,4,1
1270,630,NE Europe,"",2016,4,1
1270,217,SEMEA,"",2016,4,1
1270,91,Americas,"",2016,5,1
1270,30,Asia,"",2016,5,1
1270,3,China,"",2016,5,1
1270,31,Japan Non-Auth,"",2016,5,1
1270,504,NE Europe,"",2016,5,1
1270,338,SEMEA,"",2016,5,1
1270,89,Americas,"",2016,6,1
1270,35,Asia,"",2016,6,1
1270,12,INTL Other,"",2016,6,1
1270,26,Japan Non-Auth,"",2016,6,1
1270,607,NE Europe,"",2016,6,1
1270,490,SEMEA,"",2016,6,1
1270,85,Americas,"",2016,7,1
1270,66,Asia,"",2016,7,1
1270,54,China,"",2016,7,1
1270,3,INTL Other,"",2016,7,1
1270,1,Japan Non-Auth,"",2016,7,1
1270,603,NE Europe,"",2016,7,1
1270,163,SEMEA,"",2016,7,1
1270,46,Americas,"",2016,8,1
1270,50,Asia,"",2016,8,1
1270,23,Japan Non-Auth,"",2016,8,1
1270,391,NE Europe,"",2016,8,1
1270,441,SEMEA,"",2016,8,1
1270,60,Americas,"",2016,9,1
1270,10,Asia,"",2016,9,1
1270,5,INTL Other,"",2016,9,1
1270,25,Japan Non-Auth,"",2016,9,1
1270,463,NE Europe,"",2016,9,1
1270,332,SEMEA,"",2016,9,1
1270,9,Americas,"",2016,10,1
1270,18,Asia,"",2016,10,1
1270,100,China,"",2016,10,1
1270,3,INTL Other,"",2016,10,1
1270,24,Japan Non-Auth,"",2016,10,1
1270,645,NE Europe,"",2016,10,1
1270,210,SEMEA,"",2016,10,1
1270,70,Americas,"",2016,11,1
1270,26,Asia,"",2016,11,1
1270,24,Japan Non-Auth,"",2016,11,1
1270,243,NE Europe,"",2016,11,1
1270,330,SEMEA,"",2016,11,1
1270,34,Americas,"",2016,12,1
1270,128,Asia,"",2016,12,1
1270,3,INTL Other,"",2016,12,1
1270,14,Japan Non-Auth,"",2016,12,1
1270,790,NE Europe,"",2016,12,1
1270,349,SEMEA,"",2016,12,1
1270,70,Americas,"",2017,1,1
1270,64,Asia,"",2017,1,1
1270,8,INTL Other,"",2017,1,1
1270,21,Japan Non-Auth,"",2017,1,1
1270,568,NE Europe,"",2017,1,1
1270,290,SEMEA,"",2017,1,1
1270,126,Americas,"",2017,2,1
1270,40,Asia,"",2017,2,1
1270,200,China,"",2017,2,1
1270,11,INTL Other,"",2017,2,1
1270,30,Japan Non-Auth,"",2017,2,1
1270,412,NE Europe,"",2017,2,1
1270,321,SEMEA,"",2017,2,1
1270,81,Americas,"",2017,3,1
1270,28,Asia,"",2017,3,1
1270,11,INTL Other,"",2017,3,1
1270,33,Japan Non-Auth,"",2017,3,1
1270,441,NE Europe,"",2017,3,1
1270,608,SEMEA,"",2017,3,1
1270,20,Americas,"",2017,4,1
1270,38,Asia,"",2017,4,1
1270,10,INTL Other,"",2017,4,1
1270,35,Japan Non-Auth,"",2017,4,1
1270,564,NE Europe,"",2017,4,1
1270,361,SEMEA,"",2017,4,1
1270,17,Americas,"",2017,5,1
1270,25,Asia,"",2017,5,1
1270,4,INTL Other,"",2017,5,1
1270,7,Japan Non-Auth,"",2017,5,1
1270,751,NE Europe,"",2017,5,1
1270,497,SEMEA,"",2017,5,1
1270,192,Americas,"",2017,6,1
1270,175,Asia,"",2017,6,1
1270,80,China,"",2017,6,1
1270,22,INTL Other,"",2017,6,1
1270,24,Japan Non-Auth,"",2017,6,1
1270,385,NE Europe,"",2017,6,1
1270,269,SEMEA,"",2017,6,1
1270,48,Americas,"",2017,7,1
1270,44,Asia,"",2017,7,1
1270,36,Japan Non-Auth,"",2017,7,1
1270,569,NE Europe,"",2017,7,1
1270,178,SEMEA,"",2017,7,1
1270,65,Americas,"",2017,8,1
1270,132,Asia,"",2017,8,1
1270,5,INTL Other,"",2017,8,1
1270,23,Japan Non-Auth,"",2017,8,1
1270,373,NE Europe,"",2017,8,1
1270,519,SEMEA,"",2017,8,1
1270,13,Americas,"",2017,9,1
1270,17,Asia,"",2017,9,1
1270,4,INTL Other,"",2017,9,1
1270,16,Japan Non-Auth,"",2017,9,1
1270,643,NE Europe,"",2017,9,1
1270,256,SEMEA,"",2017,9,1
1270,35,Americas,"",2017,10,1
1270,6,Asia,"",2017,10,1
